source,target,score
48.0,185.0,0.9104477611940298
48.0,241.0,0.9552238805970149
48.0,224.0,0.9402985074626866
48.0,76.0,0.9104477611940298
48.0,387.0,0.9104477611940298
48.0,337.0,0.9402985074626866
48.0,3.0,0.9104477611940298
48.0,213.0,0.9104477611940298
48.0,388.0,0.9104477611940298
48.0,183.0,0.9253731343283582
48.0,310.0,0.9253731343283582
48.0,123.0,0.9104477611940298
48.0,402.0,0.9253731343283582
48.0,292.0,0.9253731343283582
48.0,4.0,0.9253731343283582
48.0,44.0,0.9253731343283582
48.0,152.0,0.9402985074626866
48.0,14.0,0.9104477611940298
48.0,118.0,0.9104477611940298
48.0,336.0,0.9104477611940298
48.0,80.0,0.9104477611940298
48.0,364.0,0.9552238805970149
48.0,317.0,0.9253731343283582
48.0,214.0,0.9104477611940298
48.0,94.0,0.9104477611940298
48.0,246.0,0.9104477611940298
48.0,227.0,0.9402985074626866
48.0,37.0,0.9104477611940298
48.0,299.0,0.9552238805970149
48.0,295.0,0.9402985074626866
48.0,294.0,0.9104477611940298
48.0,398.0,0.9104477611940298
48.0,357.0,0.9104477611940298
48.0,341.0,0.9253731343283582
48.0,130.0,0.9552238805970149
48.0,51.0,0.9104477611940298
48.0,163.0,0.9104477611940298
48.0,68.0,0.9402985074626866
48.0,389.0,0.9402985074626866
48.0,333.0,0.9253731343283582
48.0,205.0,0.9253731343283582
48.0,91.0,0.9253731343283582
48.0,287.0,0.9402985074626866
48.0,153.0,0.9701492537313433
48.0,85.0,0.9253731343283582
112.0,402.0,0.9104477611940298
112.0,4.0,0.9104477611940298
112.0,44.0,0.9104477611940298
112.0,152.0,0.9552238805970149
112.0,169.0,0.9104477611940298
112.0,86.0,0.9104477611940298
112.0,336.0,0.9253731343283582
112.0,364.0,0.9104477611940298
112.0,246.0,0.9253731343283582
112.0,11.0,0.9104477611940298
112.0,299.0,0.9701492537313433
112.0,255.0,0.9253731343283582
112.0,144.0,0.9402985074626866
112.0,374.0,0.9104477611940298
112.0,260.0,0.9104477611940298
